Job_ID,Job Title ,Company,City ,State ,Salary Min ,Salary Max,Salary Mid ,SQL,Python,Tableau
80,Data analyst with Python,Two95 International Inc.,New York,NY,51000.0,88000.0,69500.0,1.0,1.0,0
81,Data Analyst,SoftStandard Solutions,New York,NY,51000.0,88000.0,69500.0,1.0,0.0,0
82,Data Analyst,"EDO, Inc.",New York,NY,51000.0,88000.0,69500.0,1.0,1.0,0
83,"Healthcare Data Analyst, Qsight",Guidepoint,New York,NY,51000.0,88000.0,69500.0,1.0,1.0,1
84,BA/Data Analyst,Mitchell Martin,New York,NY,51000.0,88000.0,69500.0,1.0,0.0,1
85,Data Analyst Python,Lorven Technologies Inc,New York,NY,51000.0,88000.0,69500.0,1.0,1.0,0
86,"Data Analyst, Bitcoin Trading Firm",Fintech Recruiters,New York,NY,51000.0,88000.0,69500.0,1.0,0.0,1
87,Data Analyst-BA,Sphinix Network Solutions Inc.,New York,NY,51000.0,88000.0,69500.0,1.0,0.0,0
88,Data Analytics Solutions Analyst,Praescient Analytics,New York,NY,51000.0,88000.0,69500.0,1.0,1.0,1
89,Quantitative Data Analyst,Global Atlantic Financial Group,New York,NY,51000.0,88000.0,69500.0,1.0,1.0,0
90,Data Analyst,FINRA,New York,NY,51000.0,88000.0,69500.0,1.0,0.0,0
91,Data Analyst,NYU Langone Medical Center,New York,NY,51000.0,87000.0,69000.0,0.0,0.0,0
92,"Descriptive Analytics Data Analyst, IB",Jefferies,New York,NY,51000.0,87000.0,69000.0,1.0,1.0,0
93,Data Analyst,RGP,New York,NY,51000.0,87000.0,69000.0,1.0,0.0,1
94,Data Analyst,Tachyon Technologies,New York,NY,51000.0,87000.0,69000.0,1.0,1.0,1
95,Data Analyst,Apex Systems,Jersey City,NJ,51000.0,87000.0,69000.0,1.0,1.0,0
96,Data Analyst,Hagerty Consulting,New York,NY,51000.0,87000.0,69000.0,1.0,0.0,1
97,Data Analyst,Gainful Health,New York,NY,51000.0,87000.0,69000.0,1.0,1.0,0
98,Business Data Analyst,Cortex consultants LLC,New York,NY,51000.0,87000.0,69000.0,0.0,0.0,0
99,Data Analyst,Medly Pharmacy,Brooklyn,NY,51000.0,87000.0,69000.0,0.0,0.0,0
100,Healthcare Data Analyst,Fair Health,New York,NY,51000.0,87000.0,69000.0,1.0,0.0,1
101,Supply Chain Data Analyst,Peloton Interactive,New York,NY,51000.0,87000.0,69000.0,1.0,1.0,1
102,Data Analyst - IBM Tool Set,ektello,New York,NY,51000.0,87000.0,69000.0,1.0,1.0,0
103,Analyst-Data Integrity,"Premier, Inc.",New York,NY,51000.0,87000.0,69000.0,0.0,0.0,0
104,"Reference Data Operations Analyst - Index Instrument, Associate",JPMorgan Chase,New York,NY,51000.0,87000.0,69000.0,0.0,1.0,0
105,Data Analyst,Fund for Public Health,Long Island City,NY,51000.0,87000.0,69000.0,1.0,0.0,0
106,Data & Service Health Analyst,BlueVoyant,New York,NY,51000.0,87000.0,69000.0,0.0,1.0,0
107,Data/Systems Analyst,Crossfire Consulting Corporation,New York,NY,51000.0,87000.0,69000.0,1.0,0.0,0
108,Data Analyst,Reliable Software Resources,New York,NY,51000.0,87000.0,69000.0,1.0,0.0,0
109,Data Analyst,Hyde Leadership Brooklyn,Brooklyn,NY,51000.0,87000.0,69000.0,0.0,0.0,0
110,Data Analyst,Vertex Intel Systems,Jersey City,NJ,51000.0,87000.0,69000.0,0.0,0.0,0
111,Data Analyst Intern,My Job Tank,Jersey City,NJ,51000.0,87000.0,69000.0,0.0,0.0,0
112,"Data Analytics Analyst or Associate, Cowen Sustainable Investments",Cowen,New York,NY,51000.0,87000.0,69000.0,0.0,1.0,0
113,Data Reporting Analyst,Robert Half,New York,NY,51000.0,87000.0,69000.0,1.0,1.0,0
114,Data Analyst,FJA-US Inc.,New York,NY,51000.0,87000.0,69000.0,0.0,0.0,0
115,Data Analyst,Averity,New York,NY,51000.0,87000.0,69000.0,1.0,0.0,1
116,Data Analyst,Capgemini,Jersey City,NJ,51000.0,87000.0,69000.0,1.0,0.0,0
117,ERP Data Analyst,Wildlife Conservation Society,New York,NY,51000.0,87000.0,69000.0,0.0,0.0,0
118,Data Analyst,Asembia,Florham Park,NJ,51000.0,87000.0,69000.0,1.0,0.0,0
119,Healthcare Data/Reporting Analyst,Vesta Healthcare,New York,NY,51000.0,87000.0,69000.0,1.0,1.0,1
120,PBM Data Analyst,1199SEIU Funds,New York,NY,51000.0,87000.0,69000.0,1.0,0.0,0
121,Data Analyst (Temporary Assignment),Nutrafol,New York,NY,59000.0,85000.0,72000.0,1.0,0.0,1
122,Data Analyst,New York Life Insurance Co,New York,NY,59000.0,85000.0,72000.0,1.0,1.0,0
123,Market Data Analyst,"EDP World, Inc.",New York,NY,59000.0,85000.0,72000.0,0.0,0.0,0
124,Data Analyst,Phyton Talent Advisors,Jersey City,NJ,59000.0,85000.0,72000.0,0.0,0.0,0
125,Junior Data Analyst,"Staffigo Technical Services, LLC",New York,NY,59000.0,85000.0,72000.0,1.0,0.0,0
126,Microsoft Dynamics CRM Data Analyst,IBM,New York,NY,59000.0,85000.0,72000.0,0.0,0.0,0
127,Practice Analyst Data,Northwell Health,Manhasset,NY,59000.0,85000.0,72000.0,0.0,0.0,0
128,Buyside - Data Scientist/Research Analyst,Huxley,New York,NY,59000.0,85000.0,72000.0,1.0,1.0,0
129,Data Analyst - Healthcare Provider Networks and Formularies,Vericred,New York,NY,59000.0,85000.0,72000.0,1.0,1.0,1
130,Electronic Trading Data Analyst,Scotiabank,New York,NY,59000.0,85000.0,72000.0,0.0,1.0,0
131,"Data Analyst, Center for Developing Brain",Child Mind Institute,New York,NY,59000.0,85000.0,72000.0,0.0,1.0,0
132,Data Processing & Performance Analyst,Balance Innovations,New York,NY,59000.0,85000.0,72000.0,0.0,0.0,0
133,Business Analyst - Data Analyst,Asset Staffing,Newark,NJ,59000.0,85000.0,72000.0,0.0,0.0,1
134,Data Analyst with Rochade,Reliable Software Resources,New York,NY,59000.0,85000.0,72000.0,0.0,0.0,0
135,Advertising Data Analyst,"Hearst Television, Inc",New York,NY,59000.0,85000.0,72000.0,1.0,0.0,1
136,Product Analyst - Data,William Hill US,Jersey City,NJ,59000.0,85000.0,72000.0,1.0,0.0,0
137,Senior Data Analyst,Rockstar Games,New York,NY,59000.0,85000.0,72000.0,1.0,1.0,1
138,Data Analyst,ZDAAS,Brooklyn,NY,59000.0,85000.0,72000.0,1.0,0.0,0
139,Market Research Data Analyst - Physician Technology,Decision Resources Group,New York,NY,59000.0,85000.0,72000.0,1.0,0.0,0
140,Data Analyst,Highbridge Consulting LLC,New York,NY,59000.0,85000.0,72000.0,1.0,0.0,1
141,Look ML Data Analyst,"NTT DATA, Inc.",New York,NY,59000.0,85000.0,72000.0,1.0,0.0,0
142,Data Collection Analyst,Columbia University,New York,NY,59000.0,85000.0,72000.0,0.0,0.0,0
143,Data Analyst,Precision technologies corp,New York,NY,59000.0,85000.0,72000.0,1.0,1.0,1
144,DATA ENTRY/ BILLING ANALYST,Cactus Holdings,Queens Village,NY,59000.0,85000.0,72000.0,0.0,0.0,0
145,Student Persistence Initiative Data Analyst/Scientist,Cuny Research Foundation,New York,NY,59000.0,85000.0,72000.0,1.0,0.0,0
146,Data Quality Analyst,SGA Inc.,New York,NY,59000.0,85000.0,72000.0,0.0,0.0,1
147,Data Governance Analyst,Crossfire Consulting Corporation,New York,NY,59000.0,85000.0,72000.0,0.0,0.0,0
148,Sr. Business Intelligence Engineer / Data Analyst,Amazon,New York,NY,59000.0,85000.0,72000.0,1.0,1.0,1
149,Data Analyst,Voice,Brooklyn,NY,59000.0,85000.0,72000.0,0.0,0.0,1
150,Data Analyst,"NTT DATA, Inc.",New York,NY,59000.0,85000.0,72000.0,1.0,0.0,0
151,Data Analyst,NYU Langone Health,New York,NY,43000.0,76000.0,59500.0,0.0,0.0,0
152,Healthcare Data/Reporting Analyst,HOMETEAM,New York,NY,43000.0,76000.0,59500.0,1.0,1.0,1
153,Data Analyst I - Geriatrics and Palliative Care,Mount Sinai Health System,New York,NY,43000.0,76000.0,59500.0,0.0,0.0,0
154,Data Analyst,Monkey Algorithms LLC,New York,NY,43000.0,76000.0,59500.0,1.0,0.0,0
155,Data Analyst/Rochade,"Halcyon Solutions, Inc.",New York,NY,43000.0,76000.0,59500.0,0.0,0.0,0
156,"Data Analyst, Revenue Analytics",Roman,New York,NY,43000.0,76000.0,59500.0,1.0,0.0,0
157,Data Analyst,COUNCIL ON ACCREDITATION,New York,NY,43000.0,76000.0,59500.0,0.0,0.0,1
158,Data Analyst,APR Staffing,New York,NY,43000.0,76000.0,59500.0,1.0,0.0,0
159,"Data Analyst II, Division of Gastroenterology (Research)",Mount Sinai Health System,New York,NY,43000.0,76000.0,59500.0,1.0,1.0,0
160,"Data Analyst, Student Success Program",Child Mind Institute,New York,NY,43000.0,76000.0,59500.0,0.0,0.0,0
161,Big Data QA Analyst with Jupyter notebook,COOLSOFT,Newark,NJ,43000.0,76000.0,59500.0,1.0,1.0,0
162,"Analyst, Data Centers Industry",451 Research,New York,NY,43000.0,76000.0,59500.0,0.0,0.0,0
163,Data Analyst,Stark HR Consulting LLC,New York,NY,43000.0,76000.0,59500.0,1.0,0.0,0
164,Financial - Data Analyst,Amenity Analytics,New York,NY,43000.0,76000.0,59500.0,0.0,0.0,0
165,Data Analyst with Data Scanning and Profiling,"Halcyon Solutions, Inc.",New York,NY,43000.0,76000.0,59500.0,1.0,0.0,0
166,Business Analyst - Data Governance,Rockstar Games,New York,NY,43000.0,76000.0,59500.0,0.0,0.0,0
167,Senior Data Analyst - Health Economist,Vericred,New York,NY,43000.0,76000.0,59500.0,1.0,1.0,1
168,Lead Data Insights Analyst,TapRm,Brooklyn,NY,43000.0,76000.0,59500.0,1.0,1.0,1
169,Research Analyst (Data Science),APCO Worldwide,New York,NY,43000.0,76000.0,59500.0,0.0,0.0,1
170,Data Management Analyst,Brooklyn Community Services,Brooklyn,NY,43000.0,76000.0,59500.0,0.0,0.0,0
171,Business Analyst / Data Analyst,Softcom Systems,Weehawken,NJ,43000.0,76000.0,59500.0,1.0,0.0,0
172,Healthcare Data/Reporting Analyst,Diverse Lynx,New York,NY,43000.0,76000.0,59500.0,1.0,1.0,1
173,Clinical Data Analyst,Fair Health,New York,NY,43000.0,76000.0,59500.0,1.0,0.0,0
174,Sr. Data Profiling Analyst,UBS,New York,NY,43000.0,76000.0,59500.0,1.0,1.0,1
175,"Data Analytics Analyst or Associate, Cowen Sustainable Investments","Cowen Group, Inc.",New York,NY,43000.0,76000.0,59500.0,0.0,1.0,0
176,Data Analyst,Workforce Logiq,Haworth,NJ,43000.0,76000.0,59500.0,0.0,0.0,0
177,Data Analyst,Cross River Bank,Fort Lee,NJ,43000.0,76000.0,59500.0,1.0,0.0,1
178,"Sr. Data Analyst, Revenue Analytics, Peacock",NBCUniversal,New York,NY,43000.0,76000.0,59500.0,1.0,1.0,1
179,Senior Data Analyst,Narrativ,New York,NY,43000.0,76000.0,59500.0,1.0,1.0,0
180,Data Analyst,CompuForce,New York,NY,43000.0,76000.0,59500.0,1.0,0.0,1
181,Senior Data Analyst - Data Cataloging / Data Profiling,Perficient,New York,NY,43000.0,76000.0,59500.0,1.0,0.0,0
182,Data/Report Analyst,Lorven Technologies Inc,New York,NY,60000.0,110000.0,85000.0,0.0,0.0,0
183,Senior Data Analyst,Bounce Exchange,New York,NY,60000.0,110000.0,85000.0,1.0,1.0,0
184,Human Capital Data Analyst,Green Key Resources,New York,NY,60000.0,110000.0,85000.0,0.0,0.0,0
185,GIS Data analyst,22nd Century Technologies,New York,NY,60000.0,110000.0,85000.0,0.0,0.0,0
186,Junior Data Analytics Solutions Analyst,Praescient Analytics,New York,NY,60000.0,110000.0,85000.0,1.0,1.0,1
187,Data Analyst,"Capgemini America, Inc.",Jersey City,NJ,60000.0,110000.0,85000.0,1.0,0.0,0
188,Data Analyst w/Capital Markets,Software Guidance & Assistance,Jersey City,NJ,60000.0,110000.0,85000.0,1.0,0.0,1
189,"VP, Research Project Analyst/Data Management",Citi,New York,NY,60000.0,110000.0,85000.0,1.0,0.0,0
190,Food Data Analyst,Metropolitan Council on Jewish Poverty,New York,NY,60000.0,110000.0,85000.0,1.0,1.0,0
191,Data Management Analyst,TSR Consulting,New York,NY,60000.0,110000.0,85000.0,0.0,0.0,0
192,Data Governance Analyst,UBS,Weehawken,NJ,60000.0,110000.0,85000.0,1.0,0.0,0
193,"Data Analyst, Enterprise Analytics","Take-Two Interactive Software, Inc.",New York,NY,60000.0,110000.0,85000.0,1.0,1.0,1
194,Data Analytics Solutions Analyst - Mid with Security Clearance,Praescient Analytics,New York,NY,60000.0,110000.0,85000.0,1.0,1.0,1
195,Data Analyst Assistant,Teus Health,Newark,NJ,60000.0,110000.0,85000.0,1.0,1.0,0
196,Investment Management Summer Analyst Program - Office of COO: Data & Analytics,Morgan Stanley,New York,NY,60000.0,110000.0,85000.0,1.0,1.0,1
197,Data Collection Analyst,ICAP at Columbia University,New York,NY,60000.0,110000.0,85000.0,0.0,0.0,0
198,Data Collection Analyst,Columbia University Medical Center,New York,NY,60000.0,110000.0,85000.0,0.0,0.0,0
199,Sr Business /Data Analyst- Reference data,Xoriant Corporation,Jersey City,NJ,60000.0,110000.0,85000.0,1.0,0.0,0
200,Data Analyst,The Denzel Group,South Plainfield,NJ,60000.0,110000.0,85000.0,1.0,1.0,0
201,SENIOR DATA ANALYST,Montefiore Medical,New York,NY,60000.0,110000.0,85000.0,0.0,0.0,0
202,Senior Data Analyst / Scientist,Cedent Consulting,New York,NY,60000.0,110000.0,85000.0,0.0,0.0,0
203,Senior Data Analyst - Regulatory Reporting,ACS,New York,NY,60000.0,110000.0,85000.0,1.0,1.0,0
204,Data Reporting Analyst,NADAP,New York,NY,60000.0,110000.0,85000.0,0.0,0.0,0
205,Data Governance Analyst,SGA Inc.,New York,NY,60000.0,110000.0,85000.0,0.0,0.0,0
206,Data Analyst,Newspaper Administration,New York,NY,60000.0,110000.0,85000.0,1.0,1.0,0
207,Senior Data Analyst (6-12 Month Contract-Remote),VISTRADA,New York,NY,60000.0,110000.0,85000.0,0.0,0.0,0
208,"Principal Data Analyst, LATAM – Disney Streaming Services",Disney Streaming Services,New York,NY,60000.0,110000.0,85000.0,1.0,1.0,1
209,Data Analyst- Win 10 Migration- NYC,Royal Communications Consultants Inc,New York,NY,60000.0,110000.0,85000.0,1.0,0.0,0
210,Data Analyst (35 hours/week),CASES,New York,NY,60000.0,110000.0,85000.0,1.0,1.0,0
211,Tech Business/Data Analyst,Sphinix Network Solutions Inc.,New York,NY,60000.0,110000.0,85000.0,1.0,1.0,0
212,Data Analyst,"Staffigo Technical Services, LLC",New York,NY,41000.0,78000.0,59500.0,1.0,0.0,0
213,"Senior Data Analyst, Financial Services",Earnest Research,New York,NY,41000.0,78000.0,59500.0,0.0,0.0,1
214,"Enterprise Data, Financial Data Analyst - Content Design Specialist Contractor",Bloomberg,New York,NY,41000.0,78000.0,59500.0,0.0,0.0,0
215,Data Analyst,APN Software Services Inc.,New York,NY,41000.0,78000.0,59500.0,0.0,0.0,0
216,Data Analyst,Acacia Network,Bronx,NY,41000.0,78000.0,59500.0,1.0,0.0,0
217,Senior Data Analyst,Miller Cang Agency,New York,NY,41000.0,78000.0,59500.0,1.0,0.0,1
218,Data Remediation Analyst-EK020719A/JL,"EDP World, Inc.",New York,NY,41000.0,78000.0,59500.0,0.0,0.0,0
219,Business Analyst - Chief Data Office,Citi,New York,NY,41000.0,78000.0,59500.0,0.0,0.0,0
220,"Senior Analyst, Data Instrumentation & Quality (Disney+)",Walt Disney Co.,New York,NY,41000.0,78000.0,59500.0,1.0,1.0,0
221,Sr. Data Analyst,NTT DATA,New York,NY,41000.0,78000.0,59500.0,0.0,0.0,0
222,Big Data Programmer Analyst,"TSR, Inc.",Jersey City,NJ,41000.0,78000.0,59500.0,1.0,0.0,0
223,Lead Data Analyst,Attentive,New York,NY,41000.0,78000.0,59500.0,1.0,1.0,0
224,Data Analyst,Fidelis Group,Little Ferry,NJ,41000.0,78000.0,59500.0,1.0,0.0,0
225,Data Governance Analyst,Eclaro,New York,NY,41000.0,78000.0,59500.0,0.0,0.0,0
226,Client Service Data Analyst,Phyton Talent Advisors,New York,NY,41000.0,78000.0,59500.0,0.0,0.0,0
227,Financial Data Analyst - Accounting - D3529,Source of Future Technology Inc,New York,NY,41000.0,78000.0,59500.0,1.0,0.0,0
228,Data / Business Analyst (SQL/Tableau),Wayne Technologies - CHURN,New York,NY,41000.0,78000.0,59500.0,1.0,1.0,1
229,"Data Processing & Performance Analyst New York, NY",Brink's,New York,NY,41000.0,78000.0,59500.0,0.0,0.0,0
230,Data Analyst,Seven Seven Softwares,Newark,NJ,41000.0,78000.0,59500.0,1.0,1.0,1
231,Senior Data Analyst,Mobilityware,New York,NY,41000.0,78000.0,59500.0,1.0,0.0,0
232,Data Analyst-Junior Profiles also works-Only NY/NJ Candidates Please on w2 Only,TechProjects,Jersey City,NJ,41000.0,78000.0,59500.0,1.0,1.0,1
233,Business Analyst-Market Data,Mitchell Martin,Jersey City,NJ,41000.0,78000.0,59500.0,0.0,0.0,0
234,Content Analyst/Data BA-Bus/Tech Strategy - Investment Bank,RMS Computer Corporation,Jersey City,NJ,41000.0,78000.0,59500.0,0.0,0.0,1
235,Data Analyst,ProHEALTH Care,Lake Success,NY,41000.0,78000.0,59500.0,1.0,0.0,1
236,"Senior Analyst, AB Testing and Data Operations",2U,New York,NY,41000.0,78000.0,59500.0,1.0,0.0,0
237,Data Warehouse Analyst,SIAL TECHNOLOGY PARTNERS,New York,NY,41000.0,78000.0,59500.0,0.0,1.0,0
238,Data Analyst I - Geriatrics and Palliative Care,Mount Sinai Medical Center,New York,NY,41000.0,78000.0,59500.0,0.0,0.0,0
239,Data Analyst,Professional Resource Group,Lake Success,NY,41000.0,78000.0,59500.0,1.0,0.0,0
240,Senior Business and Data Analyst,JPMorgan Chase,New York,NY,41000.0,78000.0,59500.0,0.0,0.0,0
241,Data Analyst II,Capgemini,Jersey City,NJ,45000.0,88000.0,66500.0,0.0,1.0,0
242,Data Analyst II,IPRO,Lake Success,NY,45000.0,88000.0,66500.0,0.0,0.0,0
243,Data Analyst (35 hours/week),CASES,New York,NY,45000.0,88000.0,66500.0,1.0,1.0,0
244,Lead Generation Data Analyst,Brown Brothers Harriman,New York,NY,45000.0,88000.0,66500.0,0.0,0.0,0
245,"DnA Ambassador (Clinical Business Analyst - Level 1), Data & Analytics/Re-post",NYC Health + Hospitals,New York,NY,45000.0,88000.0,66500.0,0.0,0.0,0
246,Data Analyst I - Genetics & Genomic Sciences,Mount Sinai Medical Center,New York,NY,45000.0,88000.0,66500.0,0.0,0.0,0
247,Data Reporting Analyst III,Horizon Blue Cross Blue Shield of New Jersey,Newark,NJ,45000.0,88000.0,66500.0,1.0,0.0,0
248,Reporting Analyst Data Analyst,APR Staffing,Lake Success,NY,45000.0,88000.0,66500.0,1.0,0.0,0
249,Data Analyst - CBCH,Columbia University,New York,NY,45000.0,88000.0,66500.0,0.0,0.0,0
250,"Principal Data Analyst, LATAM Disney Streaming Services",Walt Disney Company,New York,NY,45000.0,88000.0,66500.0,1.0,1.0,1
